,timestamp,turbine_id,sensor,rpm,kw,measurement,dF,fft.tracked.HSS1_28Hz.max,fft.tracked.HSS2_56Hz.max,fft.tracked.HSS3_84Hz.max,fft.tracked.random1_40Hz.max,fft.tracked.random2_80Hz.max
140,2016-01-19 20:57:03,T001,SENSOR 6,1684,1473,fft_400,0.5,0.084271125,0.060193658,0.06621303,0.06621303,0.072232395
141,2016-01-19 21:51:00,T001,SENSOR 6,1680,1381,fft_4000,1.25,0.096309856,0.096309856,0.060193658,0.09029049,0.072232395
142,2016-01-19 21:51:00,T001,SENSOR 6,1680,1381,fft_100,0.125,0.072232395,0.06621303,0.084271125,0.072232395,0.060193658
143,2016-01-19 21:51:00,T001,SENSOR 6,1680,1381,fft_400,0.5,0.084271125,0.09029049,0.072232395,0.06621303,0.072232395
144,2016-01-19 22:43:03,T001,SENSOR 6,1684,1380,fft_4000,1.25,0.096309856,0.09029049,0.072232395,0.09029049,0.072232395
145,2016-01-19 22:43:03,T001,SENSOR 6,1684,1380,fft_100,0.125,0.084271125,0.06621303,0.060193658,0.084271125,0.072232395
146,2016-01-19 22:43:03,T001,SENSOR 6,1684,1380,fft_400,0.5,0.072232395,0.06621303,0.054174293,0.084271125,0.054174293
147,2016-01-20 09:41:03,T001,SENSOR 6,1682,1444,fft_4000,1.25,0.096309856,0.09029049,0.072232395,0.096309856,0.06621303
148,2016-01-20 09:41:03,T001,SENSOR 6,1682,1444,fft_100,0.125,0.084271125,0.09029049,0.060193658,0.06621303,0.06621303
149,2016-01-20 09:41:03,T001,SENSOR 6,1682,1444,fft_400,0.5,0.07825176,0.06621303,0.06621303,0.072232395,0.06621303
150,2016-01-20 14:58:01,T001,SENSOR 6,1680,1639,fft_4000,1.25,0.096309856,0.09029049,0.072232395,0.09029049,0.072232395
151,2016-01-20 14:58:01,T001,SENSOR 6,1680,1639,fft_100,0.125,0.23475528,0.18058097,0.16252288,0.19863908,0.18660034
152,2016-01-20 14:58:01,T001,SENSOR 6,1680,1639,fft_400,0.5,0.14446479,0.072232395,0.108348586,0.15048414,0.102329224
153,2016-01-20 15:40:00,T001,SENSOR 6,1684,1397,fft_4000,1.25,0.096309856,0.09029049,0.072232395,0.084271125,0.072232395
154,2016-01-20 15:40:00,T001,SENSOR 6,1684,1397,fft_100,0.125,0.084271125,0.06621303,0.060193658,0.072232395,0.06621303
155,2016-01-20 15:40:00,T001,SENSOR 6,1684,1397,fft_400,0.5,0.06621303,0.06621303,0.07825176,0.06621303,0.07825176
156,2016-01-20 16:02:05,T001,SENSOR 6,1684,1359,fft_4000,1.25,0.09029049,0.102329224,0.084271125,0.09029049,0.06621303
157,2016-01-20 16:02:05,T001,SENSOR 6,1684,1359,fft_100,0.125,0.096309856,0.084271125,0.114367954,0.084271125,0.072232395
158,2016-01-20 16:02:05,T001,SENSOR 6,1684,1359,fft_400,0.5,0.07825176,0.06621303,0.07825176,0.060193658,0.07825176
159,2016-01-20 16:40:04,T001,SENSOR 6,1688,1502,fft_4000,1.25,0.096309856,0.072232395,0.072232395,0.09029049,0.072232395
160,2016-01-20 16:40:04,T001,SENSOR 6,1688,1502,fft_100,0.125,0.084271125,0.09029049,0.060193658,0.096309856,0.060193658
161,2016-01-20 16:40:04,T001,SENSOR 6,1688,1502,fft_400,0.5,0.114367954,0.07825176,0.06621303,0.06621303,0.072232395
